carriers,locs,techs,timesteps,carrier_con
Power,SUD,demand_power,2019-04-02 20:00:00,-2983410.75
Power,SUD,demand_power,2019-04-02 21:00:00,-2833185.5
Power,SUD,demand_power,2019-04-02 22:00:00,-2637107.25
Power,SUD,demand_power,2019-04-02 23:00:00,-2362934.25
Power,SUD,demand_power,2019-04-03 00:00:00,-2257982.5
Power,SUD,demand_power,2019-04-03 01:00:00,-2224372.25
Power,SUD,demand_power,2019-04-03 02:00:00,-2210688.25
Power,SUD,demand_power,2019-04-03 03:00:00,-2210826.0
Power,SUD,demand_power,2019-04-03 04:00:00,-2412394.0
Power,SUD,demand_power,2019-04-03 05:00:00,-2755519.75
Power,SUD,demand_power,2019-04-03 06:00:00,-3192180.75
Power,SUD,demand_power,2019-04-03 07:00:00,-3402668.0
Power,SUD,demand_power,2019-04-03 08:00:00,-3568721.0
Power,SUD,demand_power,2019-04-03 09:00:00,-3535355.5
Power,SUD,demand_power,2019-04-03 10:00:00,-3532187.0
Power,SUD,demand_power,2019-04-03 11:00:00,-3681373.0
Power,SUD,demand_power,2019-04-03 12:00:00,-3795023.25
Power,SUD,demand_power,2019-04-03 13:00:00,-3779318.25
Power,SUD,demand_power,2019-04-03 14:00:00,-3795803.25
Power,SUD,demand_power,2019-04-03 15:00:00,-3789190.75
Power,SUD,demand_power,2019-04-03 16:00:00,-3730210.5
Power,SUD,demand_power,2019-04-03 17:00:00,-3739460.75
Power,SUD,demand_power,2019-04-03 18:00:00,-3926762.75
Power,SUD,demand_power,2019-04-03 19:00:00,-4055809.0
Power,SUD,demand_power,2019-04-03 20:00:00,-3775324.5
Power,SUD,demand_power,2019-04-03 21:00:00,-3477777.25
Power,SUD,demand_power,2019-04-03 22:00:00,-3118070.75
Power,SUD,demand_power,2019-04-03 23:00:00,-2837387.25
